0,25666
1,25666
2,25670
3,25670
4,25670
5,25701
6,27768
7,27773
8,27782
9,27809
10,27816
11,27819
12,27836
13,27836
14,27836
15,1
16,27914
17,27924
18,27946
19,27973
20,28019
21,28038
22,28038
23,28038
24,1
25,1
26,28163
27,28222
28,28240
29,28240
30,28240
31,1
32,1
33,1
34,1
35,1
36,1
37,27693
38,27718
39,27718
40,27718
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,30881
64,30881
65,30881
66,30816
67,30551
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,17535
86,17535
87,17535
88,17503
89,17346
90,17273
91,17254
92,17230
93,17190
94,17174
95,17137
96,17098
97,17063
98,17005
99,17002
100,16969
101,16959
102,16926
103,16868
104,16864
105,16832
106,16794
107,16789
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,21960
126,21960
127,1
128,1
129,1
130,1
131,27416
132,27416
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,26769
166,26769
167,26761
168,26745
169,26725
170,26721
171,26721
172,26721
173,26708
174,26702
175,26664
176,26661
177,26583
178,25840
179,25840
180,26652
181,26655
182,26655
183,26656
184,26661
185,26663
186,26661
187,26658
188,26647
189,26658
190,26667
191,26667
192,26667
193,26677
194,26677
195,26677
196,26689
197,26695
198,26695
199,26694
200,26694
201,26694
202,20446
203,20446
204,20448
205,20448
206,20429
207,20429
208,20423
209,20425
210,20424
211,20425
212,20443
213,20443
214,20443
215,20443
216,20443
217,20448
218,20437
219,20459
220,23761
221,23761
222,23761
223,23815
224,23815
225,23718
226,23715
227,23718
228,23706
229,1
230,1
231,1
232,23578
233,23698
234,23698
235,22808
236,22808
237,23695
238,23695
239,23695
240,23707
241,23713
242,23711
243,23713
244,23727
245,23727
246,23727
247,23729
248,23751
249,23751
250,23738
251,23729
252,23738
253,23787
254,23787
255,23787
256,23789
257,23780
258,23789
259,23796
260,23798
261,23854
262,23876
263,23876
264,23873
265,23873
266,23872
267,23887
268,23949
269,23972
270,23982
271,24002
272,24002
273,24002
274,1
275,24064
276,24079
277,24079
278,1
279,1
280,1
281,1
282,1
283,1
284,1
285,24249
286,24281
287,24281
288,1
289,1
290,1
291,1
292,1
293,1
294,21977
295,22016
296,22016
297,1
298,1
299,1
300,1
301,22158
302,22198
303,22232
304,22232
305,1
306,1
307,1
308,1
309,1
310,1
311,16803
312,16825
313,16833
314,16838
315,16896
316,16900
317,16955
318,16959
319,16971
320,17027
321,17040
322,17080
323,17136
324,17149
325,17150
326,17206
327,17237
328,17255
329,17255
330,1
331,1
332,1
333,1
334,12833
335,12833
336,12785
337,12677
338,12552
339,12372
340,12337
341,12186
342,12062
343,11975
344,11890
345,11835
346,11835
347,11852
348,11882
349,11890
350,11941
351,11965
352,12008
353,12022
354,12031
355,12061
356,12091
357,12150
358,12162
359,12181
360,12235
361,12263
362,12296
363,12338
364,12353
365,12407
366,12448
367,12459
368,12518
369,12524
370,12524
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,8508
394,8508
395,8482
396,8407
397,8388
398,8364
399,8306
400,8274
401,8214
402,8193
403,8135
404,8112
405,8074
406,8027
407,7965
408,7930
409,7888
410,7865
411,7848
412,7800
413,7775
414,7714
415,7684
416,7666
417,7653
418,7599
419,7584
420,7532
421,7493
422,7465
423,7465
424,7468
425,7514
426,7543
427,7581
428,7612
429,7675
430,7711
431,7733
432,7766
433,7805
434,7851
435,7890
436,7948
437,7984
438,8012
439,8058
440,8112
441,8153
442,8182
443,8246
444,8278
445,8321
446,8387
447,8451
448,8479
449,8518
450,8556
451,8556
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,20625
465,20633
466,20625
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,18353
520,18353
521,18340
522,18340
523,18340
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,5587
544,5587
545,5576
546,5564
547,5563
548,5555
549,5555
550,5555
551,5551
552,5541
553,5541
554,5524
555,5515
556,5515
557,5519
558,5519
559,5515
560,5503
561,5495
562,5495
563,5495
564,5491
565,5490
566,5478
567,5478
568,5480
569,5481
570,5481
571,5476
572,5473
573,5473
574,5478
575,5479
576,5478
577,5466
578,5461
579,5461
580,5470
581,5472
582,5470
583,5462
584,5462
585,5448
586,5447
587,5447
588,5446
589,5443
590,5440
591,5435
592,5435
593,5435
594,5435
595,5435
596,5433
597,5436
598,5441
599,5456
600,5456
601,5445
602,5441
603,5441
604,5466
605,5475
606,5475
607,5456
608,5456
609,5439
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,9918
641,9941
642,9918
643,9928
644,9928
645,9952
646,9952
647,9952
648,9974
649,10008
650,10021
651,10021
652,10021
653,10024
654,10057
655,10070
656,10093
657,10093
658,10093
659,10097
660,10120
661,10141
662,10162
663,10176
664,10176
665,10177
666,10224
667,10231
668,10239
669,10254
670,10254
671,10259
672,10277
673,10342
674,10356
675,10358
676,10356
677,10363
678,10391
679,10413
680,10445
681,10464
682,10464
683,10483
684,10498
685,10519
686,10553
687,10567
688,10585
689,10611
690,10623
691,10635
692,10660
693,10691
694,10726
695,10744
696,10760
697,10768
698,10817
699,10838
700,10845
701,10853
702,10943
703,10943
704,10957
705,10968
706,11002
707,11004
708,11069
709,11074
710,11085
711,11156
712,11163
713,11196
714,11248
715,11272
716,11278
717,11278
718,8118
719,8076
720,8019
721,7987
722,7928
723,7871
724,7829
725,7751
726,7695
727,7656
728,7599
729,7551
730,7486
731,7430
732,7397
